OBJECTID,TOID,ROADLABEL,DESCTERM,NATURE,TLRN_DATE,LAST_EDIT_DATE,Shape__Length
774698,4000000030241624,St Mildreds Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,84.7171765348515
774699,4000000030464300,Horns Road,Classified Unnumbered,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,8
774700,4000000030700599,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,162.30538243246
774701,5000005134534381,Grosvenor Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.69128142316562
774702,4000000030414242,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,35.4800625337816
774703,4000000030993928,Norbury Avenue,Unclassified,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,16.0528786404231
774704,4000000030701042,Croydon Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,61.6971712319277
774705,4000000030337743,Croydon Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,38.9101529163568
774706,5000005245547785,Farringdon Street,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,23.4910503293423
774707,4000000030099795,Molesworth Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,357.989883095157
774708,4000000030346558,Burdett Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,35.227829915905
774709,4000000030463044,Blackwall Tunnel Northern Approach,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,13.2360679773928
774710,4000000030866697,Alfreds Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,157.962980398378
774711,4000000030147355,Euston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,135.719240214803
774712,4000000030420586,St Mildreds Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,31.4680410680731
774713,4000000030402496,Stonecot Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,24.1296763126536
774714,5000005179588572,Blackfriars Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,33.9299872811446
774715,4000000030260967,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,186.1075134851
774716,4000000030831889,Christchurch Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.6668169723504
774717,4000000030420588,St Mildreds Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,50.8219432013653
774718,4000000030299428,Godstone Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,49.2150203472115
774719,5000005285381409,Eltham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,26.5238762981218
774720,4000000030225341,Lyttelton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,90.5444489604835
774721,4000000030320265,Kingston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,30.6421072852586
774722,4000000030205976,Tolworth Rise North,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,132.337762026713
774723,4000000030458777,Eccleston Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,12.4777589798926
774724,4000000030458459,Clapham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,16.124515495543
774725,5000005159212895,Upper Richmond Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,36.2616792910339
774726,4000000030235892,South Lambeth Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,98.6029209195493
774727,5000005136981372,Pentonville Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.3141601090797
774728,4000000030355398,Pentonville Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,39.9539361399877
774729,5000005155998281,Tooting High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,12.4709492867797
774730,4000000030316805,Upper Tooting Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,55.5697759583439
774731,4000000031195847,Camden Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,16.7567071796291
774732,5000005132662683,Kidbrooke Park Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,10.0863553866929
774733,4000000030427032,High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,21.8490823818058
774734,4000000030212733,Roehampton Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,137.965678987494
774735,4000000030235009,Balham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,53.2039784884811
774736,4000000030476687,Sterling Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,5.27892309086962
774737,4000000030213994,Upper Richmond Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,29.833047296632
774738,5000005153433987,Christchurch Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,17.4658410125605
774739,5000005102016804,Telford Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,58.5872335740151
774740,4000000030455833,Barnet Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,15.5662107422936
774741,5000005167432423,Christchurch Road,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,79.1369689715318
774742,5000005152041413,Streatham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,7.79240155492296
774743,4000000031036424,Blackwall Tunnel Southern Approach,A Road,Slip Road,19/04/2017,2022/01/21 15:31:47+00,43.0864333095069
774744,5000005211969723,Glebe Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,29.9318761024358
774745,4000000030848308,Peckham High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,16.1718987351348
774746,5000005156651817,West Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,80.0710352980217
774747,4000000030474690,Purley Way,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.59490282972332
774748,4000000030458416,Brixton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,31.0910934033391
774749,4000000030132188,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,206.859576425075
774750,5000005214000540,Glebe Way,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,21.7150566472377
774751,4000000030203625,Hook Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,131.549056211203
774752,4000000030076500,Eastern Avenue West,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,664.628248876715
774753,4000000030132476,The Parkway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,146.273972282435
774754,4000000030402409,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,22.7859405122883
774755,4000000030210829,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,103.830430182785
774756,4000000031035049,Old Marylebone Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,20.3542236020116
774757,4000000030417948,A3036,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,14.7236157090323
774758,4000000031154077,Kingsland Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,97.0688171950957
774759,5000005205409310,Tolworth Rise North,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,14.517694546774
774760,4000000030241184,Limehouse Link,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,47.2668471849634
774761,4000000030213856,East Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,85.1677883176479
774762,5000005183632412,Whitechapel High Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,26.0803334842606
774763,5000005285321179,St Mildreds Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,33.6426995496715
774764,5000005180691046,Whitechapel Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,29.2784566002934
774765,5000005153215746,Balham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.62243521215719
774766,4000000030355402,Goswell Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,43.1436131211557
774767,5000005221988987,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,73.8267392723287
774768,4000000031035048,Old Marylebone Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,21.1782639789226
774769,4000000030314989,Stonecot Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,38.2753184184123
774770,4000000030425193,Camden High Street,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:43+00,34.0000000056392
774771,4000000030317562,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,32.1308645527692
774772,4000000030367018,Colchester Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,129.474577993746
774773,4000000031231060,Stanstead Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,15.4157507265632
774774,4000000030422152,Woolwich Manor Way,A Road,Roundabout,19/04/2017,2022/01/21 15:31:43+00,32.5945534485363
774775,4000000030134364,Chiswick High Road (North Circular Road),A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,216.259807274312
774776,4000000030429919,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,31.6093392644562
774777,5000005141289671,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,7.95543414948338
774778,4000000031133725,Pinkham Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,241.02960264201
774779,5000005168315001,Blackfriars Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,29.2711446256983
774780,4000000031006635,Cavendish Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,17.9675995963543
774781,5000005169365989,Burdett Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.6561325735282
774782,4000000030403879,The Parkway,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,19.6468827034775
774783,5000005209481752,Godstone Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,9.77790000785963
774784,4000000030700582,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,113.125604511869
774785,5000005237374688,Euston Underpass,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,21.617725514881
774786,4000000030342064,Deptford Broadway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,33.7815286214437
774787,5000005130869419,Old Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,40.4216665919307
774788,5000005152716638,St Mildreds Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,14.7539865634566
774789,4000000030318552,Great West Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,60.3027559278779
774790,4000000030237841,Grosvenor Gardens,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,81.7482378828536
774791,4000000030149499,Aspen Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,94.6555023891329
774792,5000005152572458,Stamford Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,10.1111012535454
774793,4000000030415984,Masons Hill,B Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,22.4852613181965
774794,4000000030459964,Commercial Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,13.1612774311802
774795,5000005109006507,Limehouse Link,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,92.1606539450181
774796,4000000030700622,Christchurch Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,41.4553735160787
774797,4000000030852842,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,73.3973585148368
774798,4000000030366891,Southend Arterial Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,35.9551648951128
774799,4000000030853925,Fiveways Corner,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,14.2245675161079
774800,4000000030406962,Earl's Court Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,23.021728867272
774801,4000000030406699,Western Avenue,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,25.3264377679718
774802,4000000030426435,Clapton Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,24.4135359963472
774803,4000000030316687,Tooting High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,43.0712891913108
774804,4000000030407994,Baker Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,17.7200451490024
774805,5000005244671854,Chalk Pit Way,Unclassified,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,16.271382872864
774806,5000005125665064,Great Dover Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,6.92094285527827
774807,4000000030243805,Blackwall Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,71.7007670826267
774808,4000000031265769,A406,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,9.17643618136604
774809,4000000030081932,Western Avenue,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,405.849858829891
774810,5000005153426736,Southwark Street,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,22.9795032354353
774811,4000000030316128,London Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,63.5860479968313
774812,4000000030129966,St Dunstans Hill,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,200.495530316298
774813,4000000030148349,Westhorne Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,221.166917626541
774814,4000000030235620,Clapham Common North Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,60.7033827956071
774815,4000000030479559,City Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,3.97228056737483
774816,4000000030133989,Battersea Rise,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,74.5265025257423
774817,4000000031296176,New Cross Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,24.5245911411066
774818,4000000030414511,Park Hill Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,17.3791294033567
774819,4000000031003867,Wickham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,38.021866948034
774820,5000005131253510,Western Avenue,A Road,Slip Road,19/04/2017,2022/01/21 15:31:47+00,69.5591829210418
774821,5000005205466923,Gander Green Lane,Classified Unnumbered,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,14.2562443838541
774822,4000000030235125,Streatham Hill,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,89.9212190620676
774823,4000000030238030,Kennington Park Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,108.314167199176
774824,4000000030339863,Streatham Hill,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,46.8636680162819
774825,5000005205686168,Leatherhead Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,35.8422610835069
774826,4000000030701425,Leatherhead Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,13.0273648121004
774827,4000000030154973,Sterling Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,152.736586119065
774828,5000005134702938,Epsom Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,32.9303738001176
774829,5000005102070313,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,42.577737016678
774830,4000000030475764,East Rochester Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,5.09901951331881
774831,4000000030779799,Kennington Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,27.6219999979949
774832,5000005131025468,Stonecot Hill,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,29.903079429323
774833,4000000030406388,Surrey Crescent,A Road,Roundabout,19/04/2017,2022/01/21 15:31:46+00,30.6046139753071
774834,4000000030346184,Shoreditch High Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,35.5050198863636
774835,4000000030458268,New Park Road,Classified Unnumbered,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,13.1864233203234
774836,4000000030206669,Carshalton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,56.3345060606221
774837,4000000030102525,Ripple Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,293.722692786374
774838,4000000030398744,Hatch Lane,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,16.4206108660883
774839,4000000030456057,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,10.6301458143609
774840,4000000030254919,Sterling Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,62.487784035771
774841,5000005285316579,Peckham High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,90.3782800915053
774842,4000000030083017,Eastern Avenue West,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,560.828497181312
774843,4000000031048640,Ripple Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:47+00,14.3713957913451
774844,4000000031296169,New Cross Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,108.854641780865
774845,4000000030138306,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,232.111556758979
774846,4000000030239565,Farringdon Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,69.77318305416
774847,4000000030346000,Commercial Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,22.3084689994029
774848,4000000030237418,Lewisham Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,113.075320283481
774849,4000000030239885,Old Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,160.27731570254
774850,4000000031053525,Upper Richmond Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,9.83323751450575
774851,4000000030431361,Eastern Avenue East,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,16.7817965151353
774852,5000005212592331,Leatherhead Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,13.9785548970624
774853,5000005111770586,Bromley Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,20.6138569687388
774854,5000005131025471,Stonecot Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,18.1053027775159
774855,4000000030419564,Old Kent Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,19.8567482851425
774856,4000000031034837,Farnborough Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,33.5751848977703
774857,4000000030081760,Kingston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,630.307360919592
774858,4000000030323274,Holland Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,21.9535764906433
774859,4000000030239809,Old Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,122.155966237466
774860,4000000030411175,Finchley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,12.3941945537487
774861,5000005211371188,Hastings Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,15.9113127752094
774862,4000000030431429,Southend Arterial Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,35.6758732450771
774863,4000000030406874,Hammersmith Flyover,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,27.2872634945183
774864,4000000030242219,Blackwall Tunnel Southern Approach,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,105.111954478481
